country,tournament,season,week,game_id,home_team,home_team_id,away_team,away_team_id,injury_time_1,injury_time_2,start_timestamp,status,home_score_current,home_score_display,home_score_period1,home_score_period2,home_score_normaltime,away_score_current,away_score_display,away_score_period1,away_score_period2,away_score_normaltime
USA,"USL, League Two",2026,1,15587644,Hickory FC,508947,South Carolina United FC,224816,,,1779577200,Ended,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587645,Hill City FC,1173430,Patuxent Football Athletics,407757,,,1779577200,Ended,6.0,6.0,4.0,2.0,6.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587647,Pennsylvania Classics,414154,Delaware FC,1088163,,,1779577200,Ended,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587648,Salem City FC,316193,Appalachian FC,381170,,,1779577200,Ended,1.0,1.0,0.0,1.0,1.0,5.0,5.0,3.0,2.0,5.0
USA,"USL, League Two",2026,1,15587649,Shark Coast FC,1173431,Inter Gainesville KF,507377,,,1779577200,Ended,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587650,Union FC Macomb,507374,Flint City Bucks,316283,,,1779577200,Ended,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0
USA,"USL, League Two",2026,1,15587651,West Chester United,419461,Eagle FC,1173428,,,1779577200,Ended,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587653,Apotheos FC,414152,Montgomery United FC,1077307,,,1779579000,Ended,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587655,Columbus United FC,510443,Southern SA Kings,380882,,,1779579000,Ended,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0
USA,"USL, League Two",2026,1,15587656,East Atlanta FC,380881,Dothan United SC,507366,,,1779579000,Ended,1.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0
USA,"USL, League Two",2026,1,15587654,Western Mass Pioneers,36101,New England FC,1077315,,,1779579000,Ended,2.0,2.0,0.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0
USA,"USL, League Two",2026,1,15587657,AC Houston SUR,407754,Lonestar SC,1090014,,,1779580800,Ended,1.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0
USA,"USL, League Two",2026,1,15587635,Atletico Union,1173435,Boulder County United,465631,,,1779580800,Ended,2.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0
USA,"USL, League Two",2026,1,15587661,Charlottesville Blues,507376,Virginia Beach United,316282,,,1779580800,Ended,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
USA,"USL, League Two",2026,1,15587658,Mississippi Brilla FC,253788,Little Rock Rangers,313618,,,1779580800,Ended,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587659,Santafe Wanderers FC,1077483,Saint Louis Ambush,1077482,,,1779580800,Ended,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587660,Twin City Toucans,253789,GFI Academy,1173438,,,1779580800,Ended,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587663,Denton Diablos,313622,West Texas FC,467398,,,1779582600,Ended,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587664,Peoria City,380878,Des Moines Menace,100011,,,1779582600,Ended,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587665,Amsg FC,507363,Capo FC 2,517933,,,1779588000,Postponed,,,,,,,,,,
USA,"USL, League Two",2026,1,15587666,FC Tucson,100013,Redlands FC,465627,,,1779588000,Ended,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587662,Bigfoot FC,1090013,West Seattle Junction FC,507371,,,1779591000,Ended,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0
USA,"USL, League Two",2026,1,15587668,San Antonio FC 2,1173424,Hill Country Lobos,507367,,,1779634800,Ended,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,0.0,3.0
USA,"USL, League Two",2026,1,15587669,Marin FC Legends,407740,Davis Legacy,407739,,,1779651000,Ended,2.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0
USA,"USL, League Two",2026,1,15587670,Louisville City FC USL 2,1173421,Toledo Villa FC,313642,,,1779660000,Ended,6.0,6.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587671,Staten Island Asc,507375,FC Motown II,382638,,,1779660000,Ended,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0
USA,"USL, League Two",2026,1,15587672,Louisiana Krewe FC,339309,Jackson Boom USL 2,1173440,,,1779663600,Ended,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587673,Tobacco Road FC,253201,North Carolina FC U23,253200,,,1779663600,Ended,2.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0
USA,"USL, League Two",2026,1,15587674,Colorado International SA,417129,Utah United,507360,,,1779670800,Ended,1.0,1.0,1.0,0.0,1.0,7.0,7.0,4.0,3.0,7.0
USA,"USL, League Two",2026,1,15587675,Bangers FC,1090012,Tacoma Stars,381179,,,1779674400,Ended,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587676,Stars FC,1090011,Redlands FC,465627,,,1779676200,Ended,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587677,Lorain County Leviathan FC,1173439,FC Buffalo,313627,,,1779735600,Ended,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,3.0
USA,"USL, League Two",2026,1,15587678,FC Olympia,407749,West Seattle Junction FC,507371,,,1779737100,Ended,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587679,Colorado International SA,417129,Real Colorado,1173441,,,1779832800,Ended,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,3.0
USA,"USL, League Two",2026,1,15587681,Delaware FC,1088163,Philadelphia Lone Star,419436,,,1779836400,Ended,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0
USA,"USL, League Two",2026,1,15587682,FC Lehigh Valley United,253414,Eagle FC,1173428,,,1779836400,Ended,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587683,Nona FC,407750,SC Jacksonville II,1173432,,,1779836400,Ended,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587684,Seacoast United Phantoms,253404,Connecticut Rush,1173429,,,1779836400,Ended,1.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0
USA,"USL, League Two",2026,1,15587685,Tobacco Road FC,253201,Salem City FC,316193,,,1779836400,Ended,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0
USA,"USL, League Two",2026,1,15587686,Texoma FC,1044344,McKinney Chupacabras FC,1090016,,,1779840000,Ended,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0
USA,"USL, League Two",2026,1,15587687,Midlakes United,507373,Bigfoot FC,1090013,,,1779845400,Ended,6.0,6.0,5.0,1.0,6.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587689,San Francisco Glens SC,284088,Davis Legacy,407739,,,1779912000,Ended,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587723,FC Buffalo,313627,Erie Sports Center,1077308,,,1779915600,Ended,4.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587690,Black Rock FC,284122,Vermont Green FC,407738,,,1779919200,Ended,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0
USA,"USL, League Two",2026,1,15587691,Dayton Dutch Lions FC,71058,Louisville City FC USL 2,1173421,,,1779919200,Ended,2.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0
USA,"USL, League Two",2026,1,15587692,Inter Gainesville KF,507377,Brave SC,222130,,,1779919200,Ended,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,4.0
USA,"USL, League Two",2026,1,15587694,Bethesda SC,1173442,Lionsbridge FC,284085,,,1779921000,Ended,1.0,1.0,0.0,1.0,1.0,6.0,6.0,2.0,4.0,6.0
USA,"USL, League Two",2026,1,15587693,Port City FC,341745,Wake FC,316192,,,1779921000,Ended,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587695,AC Connecticut,253660,Blackwatch Rush,407743,,,1779922800,Ended,1.0,1.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,3.0
USA,"USL, League Two",2026,1,15587696,Appalachian FC,381170,Charlotte Independence II,380880,,,1779922800,Ended,1.0,1.0,1.0,0.0,1.0,4.0,4.0,3.0,1.0,4.0
USA,"USL, League Two",2026,1,15587698,FC Boston Bolts,253403,New England FC,1077315,,,1779922800,Ended,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0
USA,"USL, League Two",2026,1,15587699,FC Miami City Champions,253231,Brevard Fire SC,465618,,,1779922800,Ended,4.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0
USA,"USL, League Two",2026,1,15587700,Fort Lauderdale United FC,1077309,Lakeland United FC,1173423,,,1779922800,Ended,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587702,Hickory FC,508947,Charlotte Eagles,23633,,,1779922800,Ended,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0
USA,"USL, League Two",2026,1,15587703,Hill City FC,1173430,Charlottesville Blues,507376,,,1779922800,Ended,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587705,Long Island Rough Riders,253412,Staten Island Asc,507375,,,1779922800,Ended,3.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587706,Pittsburgh Riverhounds 2,1173436,Steel City FC,467565,,,1779922800,Ended,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0
USA,"USL, League Two",2026,1,15587707,Real Central New Jersey,380872,Reading United AC,100015,,,1779922800,Ended,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587708,Hudson Valley Hammers,382154,Ironbound SC,465622,,,1779924600,Ended,2.0,2.0,0.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0
USA,"USL, League Two",2026,1,15587709,Manhattan SC,316281,Westchester Flames,253413,,,1779924600,Ended,6.0,6.0,1.0,5.0,6.0,2.0,2.0,2.0,0.0,2.0
USA,"USL, League Two",2026,1,15587714,Dothan United SC,507366,Birmingham Legion FC 2,507370,,,1779926400,Ended,4.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587715,Midwest United FC,407755,Kalamazoo FC,313650,,,1779926400,Ended,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587710,Mississippi Brilla FC,253788,Hattiesburg FC,507368,,,1779926400,Ended,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0
USA,"USL, League Two",2026,1,15587711,River Light FC,507365,RKC Third Coast,465628,,,1779926400,Ended,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587712,Rockford Raptors,1173426,Chicago Dutch Lions FC,407745,,,1779926400,Ended,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,3.0
USA,"USL, League Two",2026,1,15587713,St. Croix SC,407751,Minneapolis City,313612,,,1779926400,Ended,1.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,3.0,4.0
USA,"USL, League Two",2026,1,15587717,Springfield FC,1077484,Peoria City,380878,,,1779928200,Ended,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0
USA,"USL, League Two",2026,1,15588001,San Francisco City,253178,Marin FC Legends,407740,,,1779931800,Ended,4.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0
USA,"USL, League Two",2026,1,15587719,Ventura County Fusion,71056,Capo FC 2,517933,,,1779933600,Ended,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587720,Stars FC,1090011,Amsg FC,507363,,,1779935400,Ended,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0
USA,"USL, League Two",2026,1,15587724,Lansing City Football,407759,Oakland County FC,380876,,,1780009200,Ended,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587721,Utah United,507360,Real Colorado,1173441,,,1780009200,Ended,4.0,4.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587725,Patuxent Football Athletics,407757,Annapolis Blues FC,467566,,,1780011000,Ended,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,4.0
USA,"USL, League Two",2026,1,15587726,Edgewater Castle FC,516610,Sueño FC,507364,,,1780012800,Ended,1.0,1.0,0.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0
USA,"USL, League Two",2026,1,15587727,Houston FC,253791,Laredo Heat,153488,,,1780012800,Ended,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587728,Memphis FC,1173434,Louisiana Krewe FC,339309,,,1780012800,Ended,2.0,2.0,1.0,1.0,2.0,5.0,5.0,1.0,4.0,5.0
USA,"USL, League Two",2026,1,15587729,Flatirons SC,417739,Colorado Storm,1090019,,,1780016400,Abandoned,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
USA,"USL, League Two",2026,1,15587730,San Antonio FC 2,1173424,Lonestar SC,1090014,,,1780016400,Ended,4.0,4.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,2.0
USA,"USL, League Two",2026,1,15587736,Tacoma Stars,381179,FC Olympia,407749,,,1780020000,Ended,4.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587732,AFC Ann Arbor,313628,Union FC Macomb,507374,,,1780095600,Ended,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587733,Ocean City Nor'easters,36099,Delaware FC,1088163,,,1780095600,Ended,5.0,5.0,3.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587734,Western Mass Pioneers,36101,Connecticut Rush,1173429,,,1780097400,Ended,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587735,Ballard FC,407758,Midlakes United,507373,,,1780106400,Ended,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587737,New Jersey Copa FC,313608,Hudson Valley Hammers,382154,,,1780156800,Ended,2.0,2.0,0.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0
USA,"USL, League Two",2026,1,15587739,Steel City FC,467565,Akron City FC,414148,,,1780167600,Ended,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587742,Kings Hammer Columbus,1077311,Northern Indiana FC,516600,,,1780174800,Ended,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587743,AC Connecticut,253660,Boston City FC,253850,,,1780178400,Ended,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587744,Blackwatch Rush,407743,Seacoast United Phantoms,253404,,,1780178400,Ended,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587747,Inter Gainesville KF,507377,SC Jacksonville II,1173432,,,1780178400,Ended,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587748,Asheville City SC,313610,Port City FC,341745,,,1780180200,Ended,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587749,Morris Elite SC,380874,Manhattan SC,316281,,,1780180200,Ended,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0
USA,"USL, League Two",2026,1,15587762,West Virginia United,253410,Toledo Villa FC,313642,,,1780180200,Ended,3.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587752,Appalachian FC,381170,Wake FC,316192,,,1780182000,Ended,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0
USA,"USL, League Two",2026,1,15587750,Bigfoot FC,1090013,Snohomish United,1077314,,,1780182000,Ended,3.0,3.0,3.0,0.0,3.0,5.0,5.0,1.0,4.0,5.0
USA,"USL, League Two",2026,1,15587746,Cleveland Force SC,407744,Pittsburgh Riverhounds 2,1173436,,,1780182000,Ended,3.0,3.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0
USA,"USL, League Two",2026,1,15587753,Eagle FC,1173428,Reading United AC,100015,,,1780182000,Ended,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0
USA,"USL, League Two",2026,1,15587754,FC Boston Bolts,253403,Black Rock FC,284122,,,1780182000,Ended,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587751,FC Lehigh Valley United,253414,Real Central New Jersey,380872,,,1780182000,Ended,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587755,Flint City Bucks,316283,Kalamazoo FC,313650,,,1780182000,Ended,7.0,7.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587756,Fort Lauderdale United FC,1077309,Miami AC,407746,,,1780182000,Ended,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587757,Lakeland United FC,1173423,Brevard Fire SC,465618,,,1780182000,Ended,4.0,4.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0
USA,"USL, League Two",2026,1,15587758,Lionsbridge FC,284085,Christos FC,253848,,,1780182000,Ended,5.0,5.0,3.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587759,Salem City FC,316193,Charlotte Eagles,23633,,,1780182000,Ended,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587760,Shark Coast FC,1173431,Brooke House FC,507378,,,1780182000,Ended,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0
USA,"USL, League Two",2026,1,15587761,South Carolina United FC,224816,North Carolina FC U23,253200,,,1780182000,Ended,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587784,Utah United,507360,Colorado International SA,417129,,,1780182000,Ended,6.0,6.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587763,Loudoun United FC 2,1173420,Charlottesville Blues,507376,,,1780182900,Ended,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0
USA,"USL, League Two",2026,1,15587764,Annapolis Blues FC,467566,Virginia Beach United,316282,,,1780183800,Ended,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0
USA,"USL, League Two",2026,1,15587766,Bethesda SC,1173442,Northern Virginia FC,383424,,,1780183800,Ended,4.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587765,Ironbound SC,465622,Long Island Rough Riders,253412,,,1780183800,Ended,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0
USA,"USL, League Two",2026,1,15587767,AC Houston SUR,407754,Twin City Toucans,253789,,,1780185600,Ended,2.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0
USA,"USL, League Two",2026,1,15587768,AHFC Royals,284112,Laredo Heat,153488,,,1780185600,Ended,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0
USA,"USL, League Two",2026,1,15587745,Atletico Union,1173435,Colorado Storm,1090019,,,1780185600,Ended,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0
USA,"USL, League Two",2026,1,15587769,Des Moines Menace,100011,Sunflower State FC,414143,,,1780185600,Ended,3.0,3.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587777,Dothan United SC,507366,Columbus United FC,510443,,,1780185600,Ended,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587778,FC Motown II,382638,Cedar Stars FC,420865,,,1780185600,Ended,5.0,5.0,3.0,2.0,5.0,3.0,3.0,1.0,2.0,3.0
USA,"USL, League Two",2026,1,15587770,Hill Country Lobos,507367,GFI Academy,1173438,,,1780185600,Ended,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587771,Jackson Boom USL 2,1173440,Louisiana Krewe FC,339309,,,1780185600,Ended,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,4.0,5.0
USA,"USL, League Two",2026,1,15587772,Little Rock Rangers,313618,Hattiesburg FC,507368,,,1780185600,Ended,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587773,Memphis FC,1173434,Red River FC,1090017,,,1780185600,Ended,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587774,Minneapolis City,313612,Rochester FC,465630,,,1780185600,Ended,8.0,8.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587775,Montgomery United FC,1077307,East Atlanta FC,380881,,,1780185600,Ended,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587776,Texoma FC,1044344,Denton Diablos,313622,,,1780185600,Ended,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587779,McKinney Chupacabras FC,1090016,Fort Worth Vaqueros,313656,,,1780187400,Ended,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587780,West Texas FC,467398,Lubbock Matadors SC,414147,,,1780187400,Ended,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0
USA,"USL, League Two",2026,1,15587781,Almaden FC,507372,CA San Juan FC,294927,,,1780189200,Ended,4.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587782,FC Tucson,100013,Southern California Eagles,253421,,,1780192800,Ended,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587783,Redlands FC,465627,City SC San Diego,1090015,,,1780192800,Ended,3.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587785,Capo FC 2,517933,Amsg FC,507363,,,1780196400,Ended,3.0,3.0,3.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0
USA,"USL, League Two",2026,1,15587789,Oakland County FC,380876,AFC Ann Arbor,313628,,,1780254000,Ended,4.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587787,Tacoma Stars,381179,Bangers FC,1090012,,,1780254000,Ended,3.0,3.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,4.0
USA,"USL, League Two",2026,1,15587790,Erie Sports Center,1077308,Lorain County Leviathan FC,1173439,,,1780257600,Ended,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0
USA,"USL, League Two",2026,1,15587741,Philadelphia Lone Star,419436,Pennsylvania Classics,414154,,,1780257600,Ended,6.0,6.0,5.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0
USA,"USL, League Two",2026,1,15587788,St. Croix SC,407751,River Light FC,507365,,,1780257600,Ended,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587792,Chicago Dutch Lions FC,407745,Edgewater Castle FC,516610,,,1780264800,Ended,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0
USA,"USL, League Two",2026,1,15587791,Marin FC Legends,407740,Academica SC,313606,,,1780264800,Ended,5.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0,0.0,3.0
USA,"USL, League Two",2026,1,15587793,Westchester Flames,253413,Staten Island Asc,507375,,,1780268400,Ended,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0
USA,"USL, League Two",2026,1,15587786,Virginia Marauders FC,465621,Hill City FC,1173430,,,1780270200,Ended,1.0,1.0,0.0,1.0,1.0,5.0,5.0,3.0,2.0,5.0
USA,"USL, League Two",2026,1,15587794,FC Olympia,407749,Ballard FC,407758,,,1780272000,Ended,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0
USA,"USL, League Two",2026,1,15587795,RKC Third Coast,465628,Rockford Raptors,1173426,,,1780272000,Ended,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0
USA,"USL, League Two",2026,1,15587796,Boulder County United,465631,Flatirons SC,417739,,,1780275600,Ended,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0
USA,"USL, League Two",2026,1,15587797,Stars FC,1090011,Southern California Eagles,253421,,,1780365600,Ended,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0
USA,"USL, League Two",2026,1,15587798,New Jersey Copa FC,313608,Cedar Stars FC,420865,,,1780430400,Ended,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0
USA,"USL, League Two",2026,1,15587799,Vermont Green FC,407738,FC Boston Bolts,253403,,,1780437600,Ended,5.0,5.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
USA,"USL, League Two",2026,1,15587800,Eagle FC,1173428,Delaware FC,1088163,,,1780441200,Ended,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0
USA,"USL, League Two",2026,1,15587801,Nona FC,407750,Brave SC,222130,,,1780441200,Interrupted,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
